Frame,Actor_206,Ego_Vehicle
1110,14.24,17.54
1111,14.24,17.61
1112,14.24,17.7
1113,14.24,17.8
1114,14.24,17.86
1115,14.24,17.88
1116,14.24,17.85
1117,14.24,17.79
1118,14.24,17.69
1119,14.24,17.58
1120,14.24,17.46
1121,14.24,17.38
1122,14.24,17.36
1123,14.24,17.37
1124,14.24,17.41
1125,14.24,17.48
1126,14.24,17.56
1127,14.24,17.64
1128,14.24,17.72
1129,14.24,17.76
1130,14.24,17.76
1131,14.24,17.72
1132,14.24,17.64
1133,14.24,17.54
1134,14.24,17.44
1135,14.24,17.36
1136,14.24,17.33
1137,14.24,17.36
1138,14.24,17.41
1139,14.24,17.48
1140,14.24,17.57
1141,14.24,17.65
1142,14.24,17.7
1143,14.24,17.7
1144,14.24,17.66
1145,14.24,17.58
1146,14.24,17.48
1147,14.24,17.35
1148,14.24,17.22
1149,14.24,17.12
1150,14.24,17.07
1151,14.24,17.08
1152,14.24,17.14
1153,14.24,17.24
1154,14.24,17.36
1155,14.24,17.48
1156,14.24,17.59
1157,14.24,17.66
1158,14.24,17.68
1159,14.24,17.64
1160,14.24,17.54
1161,14.24,17.42
1162,14.24,17.31
1163,14.24,17.23
1164,14.24,17.18
1165,14.24,17.17
1166,14.24,17.2
1167,14.24,17.27
1168,14.24,17.37
1169,14.24,17.48
1170,14.24,17.56
1171,14.24,17.6
1172,14.24,17.57
1173,14.24,17.49
1174,14.24,17.37
1175,14.24,17.23
1176,14.24,17.11
1177,14.24,17.05
1178,14.24,17.03
1179,14.24,17.06
1180,14.24,17.11
1181,14.24,17.16
1182,14.24,17.2
1183,14.24,17.19
1184,14.24,17.13
1185,14.24,17.04
1186,14.24,16.93
1187,14.24,16.81
1188,14.24,16.68
1189,14.24,16.53
1190,14.24,16.36
1191,14.24,16.19
1192,14.24,16.02
1193,14.24,15.88
1194,14.24,15.75
1195,14.24,15.65
1196,14.24,15.56
1197,14.24,15.5
1198,14.24,15.47
1199,14.24,15.42
1200,14.24,15.36
1201,14.24,15.27
1202,14.24,15.15
1203,14.24,15.0
1204,14.24,14.81
1205,14.24,14.6
1206,14.24,14.38
1207,14.24,14.18
1208,14.24,13.99
1209,14.24,13.82
1210,14.24,13.67
1211,14.24,13.53
1212,14.24,13.38
1213,14.24,13.23
1214,14.24,13.05
1215,14.24,12.86
1216,14.24,12.65
1217,14.24,12.42
1218,14.24,12.19
1219,14.24,11.95
1220,14.24,11.72
1221,14.24,11.49
1222,14.24,11.27
1223,14.24,11.04
1224,14.24,10.8
1225,14.24,10.56
1226,14.24,10.34
1227,14.24,10.13
1228,14.24,9.9
1229,14.24,9.62
1230,14.24,9.32
1231,14.24,9.0
1232,14.24,8.72
1233,14.24,8.4
1234,14.24,8.06
1235,14.24,7.55
1236,14.24,7.25
1237,14.24,6.84
1238,14.24,6.46
1239,14.24,6.05
1240,14.24,5.59
1241,14.12,5.08
1242,14.42,4.53
1243,14.43,3.95
1244,14.43,3.16
1245,14.43,0.74
1246,14.44,0.0
1247,14.45,0.0
1248,14.45,0.0
1249,14.46,0.0
1250,14.46,0.0
1251,14.47,0.0
1252,14.47,0.0
1253,13.96,0.0
1254,14.17,0.0
1255,14.07,0.0
1256,14.13,0.0
1257,14.15,0.0
1258,14.17,0.0
1259,17.17,0.0
1260,17.2,0.0
1261,4.2,0.0
1262,3.29,0.0
1263,3.36,0.0
1264,3.1,0.0
1265,3.06,0.0
1266,3.27,0.0
1267,3.08,0.0
1268,3.47,0.0
1269,3.24,0.0
1270,3.18,0.0
1271,3.41,0.0
1272,3.05,0.0
1273,3.38,0.0
1274,2.24,0.0
1275,3.32,0.0
1276,1.98,0.0
1277,2.39,0.0
1278,2.29,0.0
1279,2.22,0.0
1280,2.16,0.0
1281,3.07,0.0
1282,2.5,0.0
1283,1.54,0.0
1284,1.96,0.0
1285,2.82,0.0
1286,1.79,0.0
1287,1.41,0.0
1288,0.92,0.0
1289,1.27,0.0
1290,1.59,0.0
1291,2.51,0.0
1292,4.37,0.0
1293,6.15,0.0
1294,7.27,0.0
1295,8.7,0.0
1296,1.52,0.0
1297,1.12,0.0
1298,11.04,0.0
1299,10.4,0.0
1300,13.28,0.0
1301,14.77,0.0
1302,15.37,0.0
1303,15.56,0.0
1304,15.45,0.0
1305,15.36,0.0
1306,16.01,0.0
1307,15.35,0.0
1308,14.38,0.0
1309,14.68,0.0
1310,14.97,0.0
1311,15.05,0.0
1312,14.86,0.0
1313,14.71,0.0
1314,14.53,0.0
1315,14.32,0.0
1316,14.11,0.0
1317,14.13,0.0
1318,15.37,0.0
1319,16.54,0.0
1320,16.79,0.0
1321,17.33,0.0
1322,17.65,0.0
1323,17.99,0.0
1324,17.65,0.0
1325,17.14,0.0
1326,16.85,0.0
1327,16.65,0.0
1328,17.04,0.0
1329,16.98,0.0
1330,17.91,0.0
1331,18.9,0.0
1332,19.18,0.0
1333,19.31,0.0
1334,19.54,0.0
1335,19.61,0.0
1336,19.68,0.0
1337,19.5,0.0
1338,19.03,0.0
1339,18.88,0.0
1340,17.68,0.0
1341,16.94,0.0
1342,16.84,0.0
1343,16.67,0.0
1344,16.59,0.0
1345,16.58,0.0
1346,15.33,0.0
1347,14.41,0.0
1348,14.53,0.0
1349,14.57,0.0
1350,14.47,0.0
1351,14.35,0.0
1352,14.25,0.0
1353,14.26,0.0
1354,14.23,0.0
1355,14.22,0.0
1356,14.22,0.0
1357,14.23,0.0
1358,14.23,0.0
1359,14.23,0.0
1360,14.22,0.0
1361,14.22,0.0
1362,14.22,0.0
1363,14.21,0.0
1364,14.21,0.0
1365,14.22,0.0
1366,14.23,0.0
1367,14.23,0.0
1368,14.23,0.0
1369,14.23,0.0
1370,14.23,0.0
1371,14.23,0.0
1372,14.23,0.0
1373,14.24,0.0
1374,14.24,0.0
1375,14.24,0.0
1376,14.24,0.0
1377,14.24,0.0
1378,14.24,0.0
1379,14.24,0.0
1380,14.24,0.0
1381,14.24,0.0
1382,14.24,0.0
1383,14.24,0.0
1384,14.24,0.0
1385,14.24,0.0
1386,14.24,0.0
1387,14.24,0.0
1388,14.24,0.0
1389,14.24,0.0
1390,14.24,0.0
1391,14.24,0.0
1392,14.24,0.0
1393,14.24,0.0
1394,14.24,0.0
1395,14.24,0.0
1396,14.24,0.0
1397,14.24,0.0
1398,14.24,0.0
1399,14.24,0.0
1400,14.24,0.0
1401,14.24,0.0
1402,14.24,0.0
1403,14.24,0.0
1404,14.24,0.0
1405,14.24,0.0
1406,14.24,0.0
1407,14.24,0.0
1408,14.24,0.0
1409,14.24,0.0
1410,14.24,0.0
1411,14.24,0.0
1412,14.24,0.0
1413,14.24,0.0
1414,14.24,0.0
1415,14.24,0.0
1416,14.24,0.0
1417,14.24,0.0
1418,14.24,0.0
1419,14.24,0.0
1420,14.24,0.0
1421,14.24,0.0
1422,14.24,0.0
1423,14.24,0.0
1424,14.24,0.0
1425,14.24,0.0
1426,14.24,0.0
1427,14.24,0.0
1428,14.24,0.0
1429,14.24,0.0
1430,14.24,0.0
1431,14.24,0.0
1432,14.24,0.0
1433,14.24,0.0
1434,14.24,0.0
1435,14.24,0.0
1436,14.24,0.0
1437,14.24,0.0
1438,14.24,0.0
1439,14.24,0.0
1440,14.24,0.0
1441,14.24,0.0
1442,14.24,0.0
1443,14.24,0.0
1444,14.24,0.0
1445,14.23,0.0
1446,14.23,0.0
1447,14.23,0.0
1448,14.23,0.0
1449,14.22,0.0
1450,14.22,0.0
1451,14.38,0.0
1452,14.67,0.0
1453,14.95,0.0
1454,14.98,0.0
1455,14.98,0.0
1456,14.81,0.0
1457,14.62,0.0
1458,14.49,0.0
1459,14.33,0.0
1460,14.63,0.0
1461,15.64,0.0
1462,14.7,0.0
1463,17.83,0.0
1464,18.06,0.0
1465,19.74,0.0
1466,19.91,0.0
1467,19.85,0.0
1468,19.52,0.0
1469,19.05,0.0
1470,18.65,0.0
1471,18.19,0.0
1472,18.99,0.0
1473,20.26,0.0
1474,21.03,0.0
1475,21.29,0.0
1476,21.33,0.0
1477,21.37,0.0
1478,21.41,0.0
1479,21.45,0.0
1480,21.48,0.0
1481,21.51,0.0
1482,21.54,0.0
1483,21.57,0.0
1484,21.6,0.0
1485,19.98,0.0
1486,6.56,0.0
1487,7.33,0.0
1488,4.91,0.0
1489,4.2,0.0
1490,4.16,0.0
1491,4.15,0.0
1492,4.15,0.0
1493,4.15,0.0
1494,4.32,0.0
1495,4.38,0.0
1496,4.41,0.0
1497,4.82,0.0
1498,4.1,0.0
1499,4.96,0.0
1500,4.59,0.0
1501,4.59,0.0
1502,4.55,0.0
1503,4.52,0.0
1504,4.49,0.0
1505,4.46,0.0
1506,4.52,0.0
1507,4.55,0.0
1508,4.47,0.0
1509,4.78,0.0
1510,4.3,0.0
1511,4.27,0.0
1512,4.24,0.0
1513,4.2,0.0
1514,4.15,0.0
1515,4.11,0.0
1516,4.06,0.0
1517,4.01,0.0
1518,3.95,0.0
1519,5.15,0.0
1520,4.17,0.0
1521,3.23,0.0
1522,4.05,0.0
1523,3.55,0.0
1524,3.49,0.0
1525,3.42,0.0
1526,3.34,0.0
1527,3.26,0.0
1528,3.17,0.0
1529,3.09,0.0
1530,3.0,0.0
1531,2.91,0.0
1532,2.82,0.0
1533,2.73,0.0
1534,2.64,0.0
1535,2.54,0.0
1536,6.37,0.0
1537,2.58,0.0
1538,2.32,0.0
1539,2.17,0.0
1540,2.09,0.0
1541,4.08,0.0
1542,2.26,0.0
1543,6.2,0.0
1544,2.11,0.0
1545,1.99,0.0
1546,9.73,0.0
1547,2.86,0.0
1548,12.05,0.0
1549,4.91,0.0
1550,3.44,0.0
1551,13.8,0.0
1552,16.57,0.0
1553,16.36,0.0
1554,16.5,0.0
1555,16.53,0.0
1556,16.46,0.0
1557,17.02,0.0
1558,16.6,0.0
1559,14.14,0.0
1560,13.9,0.0
1561,13.96,0.0
1562,14.02,0.0
1563,14.09,0.0
1564,14.18,0.0
1565,14.17,0.0
1566,14.53,0.0
1567,14.25,0.0
1568,14.18,0.0
1569,14.19,0.0
1570,14.08,0.0
1571,14.11,0.0
1572,14.12,0.0
1573,14.11,0.0
1574,14.11,0.0
1575,14.1,0.0
1576,14.1,0.0
1577,14.1,0.0
1578,14.37,0.0
1579,14.07,0.0
1580,14.12,0.0
1581,14.18,0.0
1582,14.22,0.0
1583,14.23,0.0
1584,14.24,0.0
1585,14.24,0.0
1586,14.24,0.0
1587,14.24,0.0
1588,14.24,0.0
1589,14.24,0.0
1590,14.24,0.0
1591,14.24,0.0
1592,14.24,0.0
1593,14.24,0.0
1594,14.24,0.0
1595,14.24,0.0
1596,14.24,0.0
1597,14.24,0.0
1598,14.24,0.0
1599,14.24,0.0
1600,14.24,0.0
1601,14.24,0.0
1602,14.24,0.0
1603,14.24,0.0
1604,14.24,0.0
1605,14.24,0.0
1606,14.24,0.0
1607,14.24,0.0
1608,14.24,0.0
1609,14.24,0.0
1610,14.24,0.0
1611,14.24,0.0
1612,14.24,0.0
1613,14.24,0.0
1614,14.24,0.0
1615,14.24,0.0
1616,14.24,0.0
1617,14.24,0.0
1618,14.24,0.0
1619,14.29,0.0
1620,14.28,0.0
1621,14.3,0.0
1622,14.33,0.0
1623,14.35,0.0
1624,14.36,0.0
1625,14.37,0.0
1626,14.37,0.0
1627,14.37,0.0
1628,14.38,0.0
1629,14.38,0.0
1630,14.12,0.0
1631,14.19,0.0
1632,14.24,0.0
1633,14.29,0.0
1634,14.3,0.0
1635,14.32,0.0
1636,14.33,0.0
1637,14.33,0.0
1638,14.34,0.0
1639,14.34,0.0
1640,14.35,0.0
1641,14.35,0.0
1642,14.35,0.0
1643,13.76,0.0
1644,14.2,0.0
1645,14.19,0.0
1646,14.2,0.0
1647,14.21,0.0
1648,14.21,0.0
1649,14.22,0.0
1650,14.22,0.0
1651,14.5,0.0
1652,14.46,0.0
1653,14.56,0.0
1654,14.68,0.0
1655,14.38,0.0
1656,14.16,0.0
1657,14.11,0.0
1658,14.12,0.0
1659,14.14,0.0
1660,14.54,0.0
1661,16.1,0.0
1662,16.31,0.0
1663,14.8,0.0
1664,15.09,0.0
1665,14.37,0.0
1666,14.08,0.0
1667,14.61,0.0
1668,14.89,0.0
1669,14.81,0.0
1670,14.76,0.0
1671,15.38,0.0
1672,16.28,0.0
1673,16.21,0.0
1674,15.96,0.0
1675,14.65,0.0
1676,14.02,0.0
1677,14.41,0.0
1678,15.1,0.0
1679,15.86,0.0
1680,16.04,0.0
1681,15.83,0.0
1682,15.65,0.0
1683,15.78,0.0
1684,15.02,0.0
1685,14.75,0.0
1686,14.46,0.0
1687,14.29,0.0
1688,14.46,0.0
1689,14.18,0.0
1690,14.65,0.0
1691,15.61,0.0
1692,15.28,0.0
1693,15.35,0.0
1694,15.26,0.0
1695,15.09,0.0
1696,14.96,0.0
1697,14.99,0.0
1698,15.42,0.0
1699,15.36,0.0
1700,12.47,0.0
1701,11.61,0.0
1702,13.29,0.0
1703,18.96,0.0
1704,19.22,0.0
1705,19.41,0.0
1706,18.44,0.0
1707,17.95,0.0
1708,17.52,0.0
1709,16.65,0.0
1710,17.56,0.0
1711,17.7,0.0
1712,18.5,0.0
1713,18.41,0.0
1714,18.61,0.0
1715,18.18,0.0
1716,17.53,0.0
1717,17.08,0.0
1718,16.79,0.0
1719,16.29,0.0
1720,16.4,0.0
1721,16.12,0.0
1722,15.33,0.0
1723,16.26,0.0
1724,16.29,0.0
1725,16.38,0.0
1726,16.47,0.0
1727,16.46,0.0
1728,16.43,0.0
1729,16.52,0.0
1730,16.67,0.0
1731,16.37,0.0
1732,16.01,0.0
1733,15.35,0.0
1734,14.98,0.0
1735,15.34,0.0
1736,15.41,0.0
1737,15.55,0.0
1738,15.9,0.0
1739,15.9,0.0
1740,16.1,0.0
1741,16.28,0.0
1742,17.1,0.0
1743,15.97,0.0
1744,15.9,0.0
1745,15.58,0.0
1746,14.96,0.0
1747,15.0,0.0
1748,15.24,0.0
1749,15.16,0.0
1750,14.93,0.0
1751,15.24,0.0
1752,15.52,0.0
1753,15.91,0.0
1754,17.29,0.0
1755,17.3,0.0
1756,17.14,0.0
1757,16.69,0.0
1758,16.36,0.0
1759,16.33,0.0
1760,16.08,0.0
1761,15.0,0.0
1762,15.48,0.0
1763,15.47,0.0
1764,15.33,0.0
1765,15.86,0.0
1766,16.22,0.0
1767,16.19,0.0
1768,16.3,0.0
1769,16.43,0.0
1770,16.39,0.0
1771,16.36,0.0
1772,14.27,0.0
1773,13.73,0.0
1774,13.8,0.0
1775,13.88,0.0
1776,13.99,0.0
1777,14.11,0.0
1778,14.18,0.0
1779,14.2,0.0
1780,14.21,0.0
1781,14.22,0.0
1782,14.22,0.0
1783,14.23,0.0
1784,14.23,0.0
1785,14.23,0.0
1786,14.23,0.0
1787,14.23,0.0
1788,14.23,0.0
1789,14.23,0.0
1790,14.23,0.0
1791,14.23,0.0
1792,14.23,0.0
1793,14.23,0.0
1794,14.23,0.0
1795,14.24,0.0
1796,14.24,0.0
1797,14.24,0.0
1798,14.24,0.0
1799,14.24,0.0
1800,14.24,0.0
1801,14.24,0.0
1802,14.24,0.0
1803,14.24,0.0
1804,14.24,0.0
1805,14.24,0.0
1806,14.24,0.0
1807,14.24,0.0
1808,14.24,0.0
1809,14.24,0.0
1810,14.24,0.0
1811,14.24,0.0
1812,14.24,0.0
1813,14.24,0.0
1814,14.24,0.0
1815,14.24,0.0
1816,14.24,0.0
1817,14.24,0.0
1818,14.24,0.0
1819,14.24,0.0
1820,14.24,0.0
1821,14.24,0.0
1822,14.24,0.0
1823,14.24,0.0
1824,14.24,0.0
1825,14.24,0.0
1826,14.24,0.0
1827,14.24,0.0
1828,14.24,0.0
1829,14.24,0.0
1830,14.24,0.0
1831,14.24,0.0
1832,14.24,0.0
1833,14.24,0.0
1834,14.24,0.0
1835,14.24,0.0
1836,14.24,0.0
1837,14.24,0.0
1838,14.24,0.0
1839,14.24,0.0
1840,14.24,0.0
1841,14.24,0.0
1842,14.24,0.0
1843,14.24,0.0
1844,14.24,0.0
1845,14.24,0.0
1846,14.24,0.0
1847,14.24,0.0
1848,14.24,0.0
1849,14.24,0.0
1850,14.24,0.0
1851,14.24,0.0
1852,14.24,0.0
1853,14.24,0.0
1854,14.24,0.0
1855,14.24,0.0
1856,14.24,0.0
1857,14.24,0.0
1858,14.24,0.0
1859,14.24,0.0
1860,14.24,0.0
1861,14.24,0.0
1862,14.24,0.0
1863,14.24,0.0
1864,14.24,0.0
1865,14.24,0.0
1866,14.24,0.0
1867,14.24,0.0
1868,14.24,0.0
1869,14.24,0.0
1870,14.24,0.0
1871,14.24,0.0
1872,14.24,0.0
1873,14.24,0.0
1874,14.24,0.0
1875,14.24,0.0
1876,14.24,0.0
1877,14.24,0.0
1878,14.24,0.0
1879,14.24,0.0
1880,14.24,0.0
1881,14.24,0.0
1882,14.24,0.0
1883,14.24,0.0
1884,14.24,0.0
1885,14.24,0.0
1886,14.24,0.0
1887,14.24,0.0
1888,14.24,0.0
1889,14.24,0.0
1890,14.24,0.0
1891,14.24,0.0
1892,14.24,0.0
1893,14.24,0.0
1894,14.24,0.0
1895,14.24,0.0
1896,14.24,0.0
1897,14.24,0.0
1898,14.24,0.0
1899,14.24,0.0
1900,14.24,0.0
1901,14.24,0.0
1902,14.24,0.0
1903,14.24,0.0
1904,14.24,0.0
1905,14.24,0.0
1906,14.24,0.0
1907,14.24,0.0
1908,14.24,0.0
1909,14.24,0.0
1910,14.24,0.0
1911,14.24,0.0
1912,14.24,0.0
1913,14.24,0.0
1914,14.24,0.0
1915,14.24,0.0
1916,14.24,0.0
1917,14.24,0.0
1918,14.24,0.0
1919,14.24,0.0
1920,14.24,0.0
1921,14.24,0.0
1922,14.24,0.0
1923,4.59,0.0
1924,3.5,0.0
1925,3.9,0.0
1926,3.33,0.0
1927,3.84,0.0
1928,3.35,0.0
1929,4.04,0.0
1930,3.99,0.0
1931,3.74,0.0
1932,2.73,0.0
1933,3.29,0.0
1934,2.66,0.0
1935,2.95,0.0
1936,2.94,0.0
1937,3.2,0.0
1938,7.92,0.0
1939,10.58,0.0
1940,10.05,0.0
1941,16.51,0.0
1942,16.51,0.0
1943,14.95,0.0
1944,15.02,0.0
1945,15.15,0.0
1946,6.48,0.0
1947,6.4,0.0
1948,6.74,0.0
1949,6.81,0.0
1950,6.87,0.0
1951,3.58,0.0
1952,3.19,0.0
1953,3.55,0.0
1954,2.62,0.0
1955,2.68,0.0
1956,2.98,0.0
1957,3.14,0.0
1958,3.25,0.0
1959,3.34,0.0
1960,3.44,0.0
1961,3.52,0.0
1962,3.62,0.0
1963,3.71,0.0
1964,3.81,0.0
1965,3.9,0.0
1966,3.99,0.0
1967,4.08,0.0
1968,3.79,0.0
1969,4.62,0.0
1970,3.95,0.0
1971,4.71,0.0
1972,4.39,0.0
1973,4.46,0.0
1974,4.53,0.0
1975,4.59,0.0
1976,4.66,0.0
1977,4.74,0.0
1978,4.97,0.0
1979,5.15,0.0
1980,5.08,0.0
1981,5.33,0.0
1982,5.15,0.0
1983,5.02,0.0
1984,4.59,0.0
1985,5.19,0.0
1986,4.99,0.0
1987,5.03,0.0
1988,5.06,0.0
1989,5.08,0.0
1990,5.41,0.0
1991,5.43,0.0
1992,5.43,0.0
1993,5.43,0.0
1994,5.56,0.0
1995,5.3,0.0
1996,5.57,0.0
1997,5.45,0.0
1998,5.45,0.0
1999,5.46,0.0
2000,5.46,0.0
2001,5.46,0.0
2002,5.6,0.0
2003,5.34,0.0
2004,5.61,0.0
2005,5.49,0.0
2006,5.5,0.0
2007,5.51,0.0
2008,5.51,0.0
2009,5.52,0.0
2010,5.52,0.0
2011,5.64,0.0
2012,5.4,0.0
2013,5.65,0.0
2014,5.52,0.0
2015,5.52,0.0
2016,5.52,0.0
2017,5.75,0.0
2018,5.67,0.0
2019,5.76,0.0
2020,5.94,0.0
2021,5.97,0.0
2022,5.99,0.0
2023,5.99,0.0
2024,6.23,0.0
2025,6.03,0.0
2026,6.16,0.0
2027,5.98,0.0
2028,5.93,0.0
2029,5.96,0.0
2030,5.98,0.0
2031,5.99,0.0
2032,5.99,0.0
2033,6.01,0.0
2034,6.0,0.0
2035,6.0,0.0
2036,6.01,0.0
2037,6.01,0.0
2038,6.02,0.0
2039,6.29,0.0
2040,6.07,0.0
2041,5.99,0.0
2042,6.0,0.0
2043,6.01,0.0
2044,6.02,0.0
2045,6.47,0.0
2046,5.97,0.0
2047,5.97,0.0
2048,6.0,0.0
2049,6.02,0.0
2050,6.03,0.0
2051,6.04,0.0
2052,6.42,0.0
2053,5.97,0.0
2054,5.98,0.0
2055,6.02,0.0
2056,6.04,0.0
2057,6.05,0.0
2058,6.06,0.0
2059,6.36,0.0
2060,5.96,0.0
2061,6.0,0.0
2062,6.03,0.0
2063,6.05,0.0
2064,6.06,0.0
2065,6.07,0.0
2066,6.3,0.0
2067,5.98,0.0
2068,5.95,0.0
2069,6.07,0.0
2070,6.07,0.0
2071,6.08,0.0
2072,6.08,0.0
2073,6.09,0.0
2074,6.13,0.0
2075,6.31,0.0
2076,5.96,0.0
2077,5.99,0.0
2078,6.06,0.0
2079,6.08,0.0
2080,6.1,0.0
2081,6.14,0.0
2082,6.12,0.0
2083,6.12,0.0
2084,6.13,0.0
2085,6.13,0.0
2086,6.21,0.0
2087,5.87,0.0
2088,5.91,0.0
2089,6.09,0.0
2090,6.2,0.0
2091,6.2,0.0
2092,6.2,0.0
2093,6.52,0.0
2094,6.18,0.0
2095,5.99,0.0
2096,6.04,0.0
2097,6.12,0.0
2098,6.15,0.0
2099,6.16,0.0
2100,5.68,0.0
2101,6.12,0.0
2102,6.2,0.0
2103,6.2,0.0
2104,6.21,0.0
2105,6.22,0.0
2106,6.22,0.0
2107,6.12,0.0
2108,6.17,0.0
2109,5.95,0.0
2110,6.0,0.0
2111,6.24,0.0
2112,6.3,0.0
2113,6.33,0.0
2114,6.34,0.0
2115,6.36,0.0
2116,6.39,0.0
2117,6.42,0.0
2118,6.42,0.0
2119,6.56,0.0
2120,6.19,0.0
2121,6.16,0.0
2122,5.91,0.0
2123,5.91,0.0
2124,5.96,0.0
2125,6.22,0.0
2126,6.33,0.0
2127,6.57,0.0
2128,6.4,0.0
2129,6.08,0.0
2130,6.01,0.0
2131,6.29,0.0
2132,6.37,0.0
2133,6.1,0.0
2134,5.9,0.0
2135,6.06,0.0
2136,6.25,0.0
2137,6.32,0.0
2138,6.35,0.0
2139,6.51,0.0
2140,6.21,0.0
2141,6.15,0.0
2142,5.64,0.0
2143,6.12,0.0
2144,6.49,0.0
2145,6.51,0.0
2146,6.23,0.0
2147,6.25,0.0
2148,6.43,0.0
2149,6.33,0.0
2150,6.37,0.0
2151,6.43,0.0
2152,5.79,0.0
2153,6.17,0.0
2154,6.27,0.0
2155,6.33,0.0
2156,6.37,0.0
2157,6.36,0.0
2158,6.09,0.0
2159,6.11,0.0
2160,6.13,0.0
2161,6.25,0.0
2162,6.15,0.0
2163,6.14,0.0
2164,6.18,0.0
2165,6.26,0.0
2166,6.21,0.0
2167,6.2,0.0
2168,6.24,0.0
2169,6.2,0.0
2170,6.2,0.0
2171,6.29,0.0
2172,6.28,0.0
2173,6.22,0.0
2174,6.35,0.0
2175,6.24,0.0
2176,6.27,0.0
2177,6.36,0.0
2178,6.41,0.0
2179,6.33,0.0
2180,6.24,0.0
2181,6.3,0.0
2182,6.41,0.0
2183,6.45,0.0
2184,6.49,0.0
2185,6.34,0.0
2186,6.24,0.0
2187,6.34,0.0
2188,6.47,0.0
2189,6.52,0.0
2190,6.34,0.0
2191,6.37,0.0
2192,6.55,0.0
2193,6.58,0.0
2194,6.59,0.0
2195,6.6,0.0
2196,6.62,0.0
2197,6.49,0.0
2198,6.56,0.0
2199,6.14,0.0
2200,6.43,0.0
2201,6.6,0.0
2202,7.18,0.0
